0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.811370662574418589e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.666666666666666644e-02,1.087725162506103516e-03,3.292858600616455078e-04,-1.295804977416992188e-03,1.658086260071974486e-06,1.429967255717201624e-13,1.634248292248230428e-12,5.986322548778844066e-13
3.333333333333333287e-02,1.707494258880615234e-03,7.622539997100830078e-04,-2.511918544769287109e-03,1.194686443834229224e-06,-4.474642878449230921e-12,-5.961453553027240559e-12,-4.214850690686944290e-12
5.000000000000000278e-02,1.815497875213623047e-03,1.433640718460083008e-03,-3.625512123107910156e-03,1.114066863877372210e-06,8.607337065313913627e-12,1.116262637879117392e-11,7.389644451905041933e-12
6.666666666666666574e-02,1.384735107421875000e-03,2.428360283374786377e-03,-4.656553268432617188e-03,1.562150103318722403e-06,2.749800387391587719e-12,1.092104184863273986e-11,1.081712497352782520e-11
8.333333333333332871e-02,4.629492759704589844e-04,3.808744251728057861e-03,-5.640208721160888672e-03,2.553652386842052049e-06,1.625499734814184194e-11,-1.076472244676551782e-11,-3.487743427399436769e-11
1.000000000000000056e-01,-7.902383804321289062e-04,5.620114505290985107e-03,-6.623268127441406250e-03,3.849957617598094494e-06,-2.398081733190338127e-14,-1.094235813070554286e-12,-2.184030734042607946e-12
1.166666666666666685e-01,-2.134323120117187500e-03,7.886238396167755127e-03,-7.639467716217041016e-03,5.169976911785658893e-06,2.912847740788038209e-11,2.535216481192037463e-11,2.414801691941192985e-11
1.333333333333333315e-01,-3.406345844268798828e-03,1.061226055026054382e-02,-8.675992488861083984e-03,6.575234316727508686e-06,3.182432095627518720e-11,1.683275741015677340e-11,8.539391416206854046e-12
1.499999999999999944e-01,-4.722595214843750000e-03,1.381937041878700256e-02,-9.636700153350830078e-03,8.612040890571680087e-06,4.305489298417342070e-11,2.550848421378759667e-11,2.654321207273824257e-11
1.666666666666666574e-01,-6.533205509185791016e-03,1.760879531502723694e-02,-1.032531261444091797e-02,1.258204640665782270e-05,1.126521098626653838e-11,5.258016244624741375e-12,-8.707257137530177715e-12
1.833333333333333204e-01,-9.417116641998291016e-03,2.222236990928649902e-02,-1.045900583267211914e-02,2.106391846446496274e-05,-3.192690556375055166e-11,-1.793409865058492869e-11,-8.348610691655267146e-11
2.000000000000000111e-01,-1.369458436965942383e-02,2.803696691989898682e-02,-9.745061397552490234e-03,3.688874971514557251e-05,3.623279454245675879e-11,3.900169076587189920e-11,-6.845390920773297694e-11
2.166666666666666741e-01,-1.919782161712646484e-02,3.548630699515342712e-02,-7.978379726409912109e-03,6.077082783528512018e-05,-4.442735068721503922e-11,1.822542117224656977e-12,-1.212836497899161259e-10
2.333333333333333370e-01,-2.544385194778442383e-02,4.496928304433822632e-02,-5.099177360534667969e-03,9.210125165795879951e-05,1.102089530746752644e-10,8.644107651889498811e-11,-6.070277613900998404e-11
2.500000000000000000e-01,-3.204375505447387695e-02,5.675943195819854736e-02,-1.151919364929199219e-03,1.314868138079570254e-04,-1.234106150604930008e-10,-9.735146022649132647e-11,9.401146527920900553e-11
2.666666666666666630e-01,-3.902572393417358398e-02,7.091703265905380249e-02,3.870129585266113281e-03,1.804746800714194198e-04,-1.062416821184797300e-10,-6.877698410789889749e-11,4.664268971055207658e-11
2.833333333333333259e-01,-4.681819677352905273e-02,8.726458996534347534e-02,1.016885042190551758e-02,2.402964362946746280e-04,1.595346077465364942e-11,1.008899630505766254e-10,-2.262252607465597976e-10
2.999999999999999889e-01,-5.599671602249145508e-02,1.055140420794487000e-01,1.816636323928833008e-02,3.139389984546283176e-04,2.741806781614286592e-10,1.070361577149014920e-10,7.833200754703284474e-11
3.166666666666666519e-01,-6.699156761169433594e-02,1.254895627498626709e-01,2.843540906906127930e-02,4.074867207497071312e-04,1.320956677375306754e-10,9.612577400730515365e-11,-3.223332711854709487e-11
3.333333333333333148e-01,-8.037990331649780273e-02,1.467445939779281616e-01,4.178267717361450195e-02,5.267342489258514506e-04,1.652535885909856006e-10,3.083435728967742762e-10,-2.854143588137958432e-10
3.499999999999999778e-01,-9.610366821289062500e-02,1.691184341907501221e-01,5.896574258804321289e-02,6.761133675752458447e-04,-8.252953875853563659e-12,7.019806957941909786e-11,-9.087131047635921277e-11
3.666666666666666408e-01,-1.133282482624053955e-01,1.928000450134277344e-01,8.054602146148681641e-02,8.519469249606437949e-04,-1.352509215735153703e-10,3.299938100553845288e-11,-1.325730636381194927e-10
3.833333333333333592e-01,-1.312344968318939209e-01,2.175423949956893921e-01,1.070709824562072754e-01,1.047278700754746125e-03,-1.053770404269016581e-10,6.761169402125233319e-11,-1.225695100970369822e-10
4.000000000000000222e-01,-1.491052210330963135e-01,2.427122294902801514e-01,1.390874385833740234e-01,1.261090495837942187e-03,-1.920490433349186787e-10,-1.654569814490969293e-10,2.190869707874298911e-11
4.166666666666666852e-01,-1.662670075893402100e-01,2.674680054187774658e-01,1.771544814109802246e-01,1.499710927456487496e-03,2.994759995544882258e-10,-1.684128392298589461e-10,2.180149394348518399e-10
4.333333333333333481e-01,-1.819239854812622070e-01,2.909051775932312012e-01,2.218034267425537109e-01,1.772298437604314606e-03,-1.648725600489342469e-10,-1.174464969722066598e-10,5.254463530945940875e-12
4.500000000000000111e-01,-1.949828267097473145e-01,3.121319115161895752e-01,2.734068632125854492e-01,2.082107238514669528e-03,-1.188533715890116582e-10,1.298072760391733027e-10,-7.077982644432267989e-11
4.666666666666666741e-01,-2.039508819580078125e-01,3.303453922271728516e-01,3.318611979484558105e-01,2.413881366664133617e-03,7.823395264949795092e-10,-9.031353442878753413e-11,1.025650675501310616e-10
4.833333333333333370e-01,-2.070635855197906494e-01,3.449665307998657227e-01,3.962346911430358887e-01,2.728086706740851831e-03,3.636717593735738774e-10,4.071978310093982145e-10,-8.109779514597903471e-11
5.000000000000000000e-01,-2.027511596679687500e-01,3.557550907135009766e-01,4.645840525627136230e-01,2.967071197971979900e-03,-1.779376646027230890e-10,-4.304823164602566976e-10,7.711165039836487267e-11
5.166666666666667185e-01,-1.903822124004364014e-01,3.627776503562927246e-01,5.342051386833190918e-01,3.076634149476468495e-03,9.837215486641071038e-10,2.091589124120218912e-10,-2.435545098933289410e-10
5.333333333333333259e-01,-1.708555221557617188e-01,3.661482930183410645e-01,6.023535132408142090e-01,3.030786871144035537e-03,1.416175621216098079e-09,-5.047340323471871670e-10,-4.575646528337529162e-10
5.500000000000000444e-01,-1.465400755405426025e-01,3.656297922134399414e-01,6.670501828193664551e-01,2.845949796146472928e-03,2.900080176004848909e-10,-3.823146244030795060e-10,-1.353299694528686814e-10
5.666666666666666519e-01,-1.205037534236907959e-01,3.602561354637145996e-01,7.274102568626403809e-01,2.582564920077441185e-03,5.519851242752338294e-10,4.100773054460660205e-10,-1.800373183868941851e-10
5.833333333333333703e-01,-9.547400474548339844e-02,3.481277823448181152e-01,7.833717465400695801e-01,2.348251381236136394e-03,1.206331035064067692e-09,2.658957498624658911e-10,-4.514184581694280496e-10
5.999999999999999778e-01,-7.263433933258056641e-02,3.266552090644836426e-01,8.354366421699523926e-01,2.302319563306381295e-03,1.016562833910938934e-09,4.700240197053062730e-12,-4.525340102645714069e-10
6.166666666666666963e-01,-5.006724596023559570e-02,2.936446964740753174e-01,8.847625851631164551e-01,2.596403461584926263e-03,5.241211908924015006e-10,6.606839519918139558e-10,2.472813065423906664e-10
6.333333333333333037e-01,-2.196747064590454102e-02,2.497710436582565308e-01,9.324575066566467285e-01,3.190902052461316342e-03,3.632916190099422238e-11,4.499476347064046422e-10,4.192290958826561109e-10
6.500000000000000222e-01,1.838237047195434570e-02,2.013239860534667969e-01,9.776183962821960449e-01,3.654371926435535933e-03,-3.226272582423916901e-10,-3.511750890083931154e-10,-1.484146139318909263e-11
6.666666666666666297e-01,7.116097211837768555e-02,1.606085002422332764e-01,1.016196489334106445e+00,3.403953500173767348e-03,5.872990982425108086e-10,3.276170446042669937e-10,-5.992450979874774930e-10
6.833333333333333481e-01,1.257193684577941895e-01,1.350352168083190918e-01,1.047644853591918945e+00,2.528555234634271252e-03,-6.244391670406912453e-10,-1.484679046370729338e-09,3.592859343370946590e-11
6.999999999999999556e-01,1.673169136047363281e-01,1.209985092282295227e-01,1.079206705093383789e+00,1.725188100374524993e-03,1.030683982605751225e-09,2.225810646905301837e-09,8.241540783160417050e-11
7.166666666666666741e-01,1.869316697120666504e-01,1.043195798993110657e-01,1.122762203216552734e+00,1.918180550932336876e-03,1.641341285107955628e-09,8.861320566211361438e-10,1.231015289704373572e-10
7.333333333333332815e-01,1.846766471862792969e-01,6.257900595664978027e-02,1.183541774749755859e+00,4.113167652900585197e-03,-1.617800116093803808e-09,1.098740654015273321e-09,8.348908231425866688e-10
